Edad,Nivel_Educativo,Experiencia_Anios,Industria,Ubicación,Género,Horas_Semanales,Sueldo_Anual
52,Licenciatura,33,Educación,Europa,Masculino,36,115806.48
34,Licenciatura,14,Tecnología,Europa,Femenino,42,103618.17
25,Licenciatura,5,Tecnología,Latinoamérica,Masculino,34,42849.71
50,Licenciatura,31,Retail,Latinoamérica,Masculino,55,54354.1
26,Máster,3,Manufactura,Asia,Femenino,33,55684.38
36,Máster,18,Educación,Asia,Otro,46,62890.07
30,Máster,8,Tecnología,Europa,Otro,42,114199.73
55,Licenciatura,33,Retail,Europa,Otro,51,98908.22
64,Doctorado,39,Retail,EE.UU.,Otro,52,125121.08
27,Licenciatura,6,Manufactura,EE.UU.,Otro,57,67137.93
59,Máster,38,Educación,Europa,Otro,50,110129.32
38,Máster,15,Manufactura,Asia,Otro,48,74911.61
39,Licenciatura,14,Educación,Europa,Femenino,52,69992.8
55,Licenciatura,30,Educación,Asia,Femenino,40,71469.52
51,Bachillerato,26,Manufactura,Asia,Otro,59,67507.19
65,Licenciatura,40,Salud,Latinoamérica,Otro,36,78741.03
61,Máster,40,Educación,Asia,Otro,52,95767.89
49,Licenciatura,30,Manufactura,Asia,Femenino,37,87191.57
60,Bachillerato,37,Educación,Asia,Masculino,41,64995.12
62,Licenciatura,39,Educación,Asia,Otro,50,77563.43
54,Máster,33,Tecnología,Europa,Otro,58,156396.94
36,Máster,16,Retail,Latinoamérica,Masculino,39,38276.05
38,Licenciatura,16,Tecnología,Asia,Femenino,31,66470.81
62,Bachillerato,37,Finanzas,Europa,Femenino,56,157943.26
37,Licenciatura,15,Tecnología,Asia,Femenino,49,80169.28
27,Doctorado,4,Manufactura,Europa,Masculino,45,85936.77
25,Licenciatura,4,Finanzas,Europa,Otro,34,81873.32
28,Bachillerato,9,Finanzas,Latinoamérica,Femenino,57,40442.57
33,Bachillerato,13,Educación,EE.UU.,Femenino,35,67915.86
52,Licenciatura,33,Retail,Latinoamérica,Otro,41,49864.06
31,Máster,8,Salud,Europa,Femenino,45,89591.59
28,Máster,8,Salud,Europa,Masculino,31,104448.95
61,Licenciatura,42,Retail,Asia,Femenino,47,80421.23
30,Licenciatura,10,Educación,Latinoamérica,Otro,49,37595.29
46,Bachillerato,25,Retail,Latinoamérica,Masculino,31,42330.12
22,Bachillerato,0,Tecnología,Latinoamérica,Masculino,44,28827.51
48,Licenciatura,23,Educación,Asia,Masculino,33,67871.92
62,Licenciatura,43,Tecnología,EE.UU.,Femenino,57,178249.8
46,Máster,26,Tecnología,Asia,Otro,36,112949.43
46,Licenciatura,21,Tecnología,Latinoamérica,Femenino,43,73222.07
45,Licenciatura,24,Educación,EE.UU.,Otro,41,87232.6
38,Bachillerato,14,Educación,Europa,Otro,33,67251.19
48,Licenciatura,26,Manufactura,Asia,Masculino,31,61221.25
37,Licenciatura,18,Educación,EE.UU.,Femenino,60,79840.01
62,Licenciatura,37,Manufactura,Asia,Masculino,45,93306.83
53,Licenciatura,34,Finanzas,Europa,Femenino,49,160711.87
47,Licenciatura,28,Manufactura,Europa,Masculino,40,90844.84
28,Licenciatura,8,Manufactura,Asia,Masculino,47,43799.67
45,Bachillerato,24,Finanzas,EE.UU.,Femenino,44,149823.46
59,Licenciatura,35,Retail,Asia,Masculino,46,60368.47
48,Máster,27,Tecnología,Asia,Femenino,57,109470.02
60,Licenciatura,40,Tecnología,Latinoamérica,Masculino,30,90231.99
35,Doctorado,17,Manufactura,Asia,Femenino,42,87572.09
46,Licenciatura,21,Retail,Asia,Masculino,35,57129.65
48,Licenciatura,24,Retail,Asia,Femenino,52,58380.08
43,Licenciatura,24,Tecnología,Latinoamérica,Femenino,39,62310.01
32,Licenciatura,8,Retail,Asia,Otro,48,33463.07
27,Bachillerato,8,Tecnología,Latinoamérica,Otro,34,42108.09
49,Bachillerato,28,Salud,EE.UU.,Otro,36,133747.42
37,Máster,19,Salud,Asia,Masculino,49,78522.87
59,Máster,41,Educación,Latinoamérica,Otro,60,74631.68
54,Licenciatura,31,Educación,EE.UU.,Femenino,58,123967.52
64,Licenciatura,41,Retail,Europa,Masculino,38,113078.47
62,Licenciatura,40,Salud,Latinoamérica,Masculino,55,89302.71
26,Licenciatura,5,Tecnología,Latinoamérica,Masculino,48,39864.58
33,Licenciatura,15,Tecnología,Asia,Otro,33,80114.17
37,Máster,17,Finanzas,EE.UU.,Masculino,43,146534.42
40,Licenciatura,18,Finanzas,EE.UU.,Femenino,30,143364.93
30,Máster,5,Salud,Asia,Femenino,40,59108.7
37,Bachillerato,15,Finanzas,Asia,Masculino,51,57984.67
63,Doctorado,45,Retail,EE.UU.,Femenino,34,162684.6
36,Doctorado,11,Educación,EE.UU.,Femenino,35,115244.89
56,Bachillerato,38,Educación,EE.UU.,Otro,51,114937.35
24,Licenciatura,1,Manufactura,Asia,Otro,41,40100.53
51,Licenciatura,26,Manufactura,Europa,Otro,53,106772.98
50,Licenciatura,27,Retail,Asia,Femenino,41,55755.76
58,Bachillerato,37,Tecnología,Asia,Masculino,32,106334.82
54,Licenciatura,35,Manufactura,Latinoamérica,Otro,52,56635.07
59,Licenciatura,34,Finanzas,Europa,Otro,43,156820.55
42,Máster,23,Educación,Latinoamérica,Femenino,41,47022.15
32,Licenciatura,12,Retail,Europa,Otro,42,66264.88
42,Bachillerato,17,Finanzas,Latinoamérica,Masculino,47,53404.15
53,Bachillerato,33,Finanzas,EE.UU.,Femenino,31,190999.17
47,Bachillerato,28,Retail,EE.UU.,Masculino,59,92066.6
35,Licenciatura,14,Finanzas,Europa,Otro,32,113247.26
48,Licenciatura,30,Tecnología,Asia,Masculino,35,86415.87
40,Licenciatura,21,Finanzas,Asia,Otro,60,88331.23
39,Máster,21,Finanzas,Asia,Masculino,55,103555.96
61,Máster,40,Retail,Latinoamérica,Femenino,39,65168.25
50,Licenciatura,28,Salud,Europa,Femenino,42,132484.17
46,Licenciatura,22,Retail,Latinoamérica,Otro,53,43700.09
51,Máster,31,Manufactura,EE.UU.,Masculino,48,138222.94
37,Doctorado,14,Retail,EE.UU.,Femenino,30,84244.45
34,Bachillerato,14,Salud,EE.UU.,Femenino,32,85375.76
58,Licenciatura,38,Salud,Europa,Otro,30,167944.21
64,Licenciatura,42,Educación,Europa,Femenino,31,133458.65
61,Doctorado,40,Finanzas,Europa,Otro,44,241947.12
42,Licenciatura,20,Tecnología,EE.UU.,Masculino,54,117333.81
29,Licenciatura,5,Manufactura,Latinoamérica,Otro,37,30431.71
49,Máster,31,Tecnología,Latinoamérica,Otro,47,91597.94
48,Máster,24,Manufactura,Latinoamérica,Femenino,55,61010.06
30,Licenciatura,12,Manufactura,Latinoamérica,Femenino,40,45229.71
44,Bachillerato,21,Retail,EE.UU.,Otro,46,77371.21
44,Máster,19,Salud,Europa,Masculino,32,106875.77
47,Bachillerato,25,Retail,Europa,Otro,39,79886.67
24,Bachillerato,1,Tecnología,Latinoamérica,Masculino,42,30361.43
58,Doctorado,35,Retail,Asia,Masculino,45,86770.59
39,Bachillerato,21,Finanzas,Europa,Otro,49,99621.03
41,Licenciatura,18,Salud,Latinoamérica,Femenino,51,48255.7
22,Doctorado,0,Retail,Asia,Otro,51,47522.27
52,Licenciatura,28,Salud,Europa,Femenino,59,112403.04
47,Licenciatura,22,Finanzas,EE.UU.,Otro,46,160518.31
32,Bachillerato,10,Educación,Europa,Femenino,48,57294.58
52,Bachillerato,31,Finanzas,Europa,Femenino,46,147144.39
54,Máster,31,Educación,EE.UU.,Femenino,43,136510.29
51,Máster,33,Educación,Asia,Otro,50,78998.01
30,Bachillerato,7,Manufactura,Europa,Femenino,52,53942.95
51,Licenciatura,28,Finanzas,Asia,Masculino,57,95825.58
47,Licenciatura,24,Tecnología,Latinoamérica,Femenino,45,66947.84
60,Licenciatura,36,Retail,Latinoamérica,Femenino,59,47288.8
42,Licenciatura,18,Educación,Asia,Otro,36,55843.99
28,Licenciatura,7,Educación,EE.UU.,Masculino,43,59874.17
42,Licenciatura,24,Finanzas,Europa,Otro,40,136369.19
42,Licenciatura,22,Educación,Latinoamérica,Otro,55,43419.71
34,Bachillerato,13,Tecnología,Asia,Otro,53,56171.89
44,Licenciatura,20,Finanzas,Asia,Masculino,33,97720.66
47,Bachillerato,24,Educación,Europa,Femenino,48,67242.42
46,Bachillerato,28,Retail,Asia,Masculino,50,45704.33
30,Licenciatura,9,Salud,Latinoamérica,Otro,35,50633.9
28,Bachillerato,4,Tecnología,EE.UU.,Otro,56,77525.11
44,Licenciatura,23,Educación,EE.UU.,Masculino,60,92461.26
49,Máster,30,Manufactura,EE.UU.,Otro,49,162469.85
64,Licenciatura,40,Tecnología,Asia,Otro,59,105507.42
61,Bachillerato,43,Educación,Latinoamérica,Femenino,55,57006.01
23,Máster,5,Salud,Latinoamérica,Femenino,53,51221.63
65,Licenciatura,44,Tecnología,EE.UU.,Masculino,49,190426.96
36,Máster,13,Tecnología,EE.UU.,Femenino,39,153688.33
24,Doctorado,5,Salud,EE.UU.,Masculino,39,118011.77
62,Bachillerato,43,Retail,Latinoamérica,Masculino,54,45715.5
63,Máster,45,Manufactura,Latinoamérica,Femenino,39,79840.04
53,Licenciatura,29,Educación,EE.UU.,Femenino,51,100828.18
26,Licenciatura,3,Salud,Asia,Masculino,43,49759.27
44,Licenciatura,25,Retail,EE.UU.,Otro,52,91691.72
40,Licenciatura,16,Finanzas,Asia,Femenino,30,79387.22
54,Licenciatura,30,Salud,Europa,Femenino,51,151391.23
44,Licenciatura,25,Retail,Asia,Otro,53,52132.26
64,Máster,39,Manufactura,Europa,Masculino,55,158581.02
23,Licenciatura,5,Manufactura,EE.UU.,Otro,54,61563.21
29,Licenciatura,4,Educación,Latinoamérica,Femenino,49,24769.13
24,Licenciatura,3,Retail,Asia,Femenino,38,33588.93
26,Bachillerato,4,Salud,Asia,Femenino,52,35410.68
25,Licenciatura,3,Tecnología,Asia,Otro,33,47292.78
50,Licenciatura,29,Educación,Asia,Otro,50,71344.58
49,Licenciatura,28,Manufactura,Europa,Masculino,46,92768.72
45,Licenciatura,25,Salud,EE.UU.,Femenino,32,148370.21
37,Licenciatura,18,Educación,Latinoamérica,Otro,36,42374.8
39,Máster,14,Tecnología,EE.UU.,Femenino,39,122362.69
64,Máster,44,Retail,Europa,Masculino,56,103293.52
62,Licenciatura,37,Manufactura,Latinoamérica,Masculino,50,60389.18
24,Máster,1,Salud,Asia,Masculino,57,63180.04
29,Licenciatura,10,Finanzas,EE.UU.,Femenino,53,102048.81
38,Bachillerato,16,Finanzas,Latinoamérica,Otro,30,46381.18
59,Bachillerato,41,Educación,Europa,Masculino,36,98875.38
34,Bachillerato,10,Tecnología,Europa,Femenino,41,67641.1
34,Licenciatura,12,Educación,Europa,Femenino,36,62337.63
63,Máster,41,Salud,Europa,Femenino,40,180756.34
57,Máster,35,Educación,Asia,Femenino,40,92972.92
30,Bachillerato,11,Retail,Asia,Otro,30,37280.7
30,Máster,7,Manufactura,Latinoamérica,Femenino,34,41924.52
60,Bachillerato,36,Retail,Asia,Femenino,39,65189.52
55,Máster,34,Manufactura,EE.UU.,Otro,39,154351.72
29,Bachillerato,7,Tecnología,EE.UU.,Femenino,36,75023.01
24,Licenciatura,5,Salud,EE.UU.,Otro,47,79194.74
29,Licenciatura,8,Salud,Europa,Masculino,47,85612.77
44,Máster,23,Retail,EE.UU.,Femenino,50,112569.63
56,Licenciatura,38,Tecnología,Asia,Otro,51,99413.14
43,Licenciatura,19,Retail,Asia,Otro,46,43811.18
26,Bachillerato,8,Manufactura,Europa,Masculino,32,61962.95
24,Bachillerato,0,Educación,EE.UU.,Otro,31,40960.39
22,Bachillerato,1,Finanzas,EE.UU.,Otro,42,57616.8
50,Licenciatura,25,Educación,Latinoamérica,Masculino,49,46279.62
55,Máster,31,Salud,Latinoamérica,Femenino,36,86637.07
22,Licenciatura,1,Finanzas,Latinoamérica,Masculino,36,43336.64
44,Bachillerato,23,Educación,EE.UU.,Masculino,43,81651.01
60,Licenciatura,41,Salud,Latinoamérica,Masculino,48,82207.28
33,Licenciatura,12,Salud,Latinoamérica,Otro,33,46030.23
42,Licenciatura,19,Finanzas,Asia,Femenino,33,88492.44
29,Licenciatura,6,Educación,Latinoamérica,Otro,48,32475.22
65,Doctorado,41,Manufactura,Europa,Femenino,33,175000.91
31,Bachillerato,13,Tecnología,Europa,Masculino,34,73347.37
62,Bachillerato,43,Salud,Latinoamérica,Masculino,33,79556.45
43,Licenciatura,24,Retail,Latinoamérica,Femenino,53,38825.79
50,Máster,30,Educación,Europa,Otro,60,116250.42
26,Bachillerato,6,Retail,Europa,Otro,52,45363.25
38,Licenciatura,14,Retail,Latinoamérica,Otro,54,29318.05
45,Licenciatura,26,Tecnología,Latinoamérica,Otro,31,66858.18
53,Doctorado,35,Salud,EE.UU.,Masculino,42,179709.5
34,Máster,10,Salud,Europa,Masculino,58,91021.01
41,Licenciatura,21,Finanzas,EE.UU.,Otro,45,166375.28
42,Bachillerato,20,Salud,Latinoamérica,Femenino,39,51804.4
52,Doctorado,31,Salud,EE.UU.,Femenino,57,182099.09
63,Licenciatura,41,Salud,EE.UU.,Masculino,30,159708.92
61,Licenciatura,37,Salud,Asia,Femenino,30,93627.33
50,Máster,29,Manufactura,Europa,Femenino,36,117119.12
61,Licenciatura,37,Salud,Asia,Masculino,42,91680.9
55,Licenciatura,37,Manufactura,Europa,Femenino,35,140544.05
32,Doctorado,13,Salud,EE.UU.,Masculino,35,142813.36
46,Licenciatura,26,Finanzas,EE.UU.,Otro,48,174045.34
34,Bachillerato,9,Tecnología,EE.UU.,Otro,55,79691.53
62,Licenciatura,44,Salud,Europa,Masculino,34,171395.03
58,Máster,40,Finanzas,Europa,Masculino,38,193027.52
50,Máster,25,Finanzas,Latinoamérica,Femenino,51,82862.99
42,Máster,22,Educación,Europa,Otro,34,89292.62
45,Licenciatura,22,Salud,Europa,Otro,47,114788.98
58,Doctorado,38,Tecnología,Europa,Masculino,37,207774.95
26,Licenciatura,5,Manufactura,Asia,Masculino,35,46948.43
45,Licenciatura,23,Tecnología,Asia,Femenino,32,96256.3
65,Licenciatura,43,Salud,Asia,Otro,60,99548.0
44,Bachillerato,23,Tecnología,Europa,Masculino,37,100248.24
32,Bachillerato,13,Salud,Asia,Femenino,45,51989.74
61,Doctorado,40,Educación,Asia,Otro,43,88444.03
63,Licenciatura,45,Finanzas,Asia,Masculino,47,131377.25
56,Licenciatura,34,Manufactura,EE.UU.,Masculino,41,118988.48
64,Máster,42,Salud,Europa,Masculino,40,185180.82
63,Licenciatura,44,Educación,Asia,Otro,39,93685.86
22,Máster,0,Educación,Europa,Femenino,36,54884.72
31,Licenciatura,6,Finanzas,Asia,Otro,30,58629.2
63,Licenciatura,43,Retail,Asia,Masculino,41,74798.93
22,Bachillerato,1,Educación,EE.UU.,Femenino,59,46488.26
42,Licenciatura,21,Educación,Latinoamérica,Masculino,42,49792.44
46,Licenciatura,23,Retail,Europa,Masculino,41,77693.73
48,Licenciatura,24,Manufactura,Europa,Masculino,49,111636.56
64,Máster,43,Retail,EE.UU.,Femenino,45,150442.04
28,Licenciatura,7,Educación,Asia,Otro,51,46074.02
49,Máster,27,Retail,EE.UU.,Otro,37,108207.59
32,Licenciatura,10,Retail,Asia,Masculino,40,38471.22
30,Máster,6,Retail,Latinoamérica,Otro,52,31308.34
23,Licenciatura,0,Retail,EE.UU.,Femenino,42,53395.39
37,Máster,19,Manufactura,Latinoamérica,Otro,36,50203.68
40,Licenciatura,16,Manufactura,EE.UU.,Otro,44,97812.37
47,Doctorado,25,Educación,Latinoamérica,Masculino,54,61830.23
45,Doctorado,24,Educación,Europa,Otro,47,118465.09
45,Bachillerato,21,Retail,Latinoamérica,Otro,49,37189.4
49,Licenciatura,26,Tecnología,EE.UU.,Femenino,55,143569.46
39,Licenciatura,21,Retail,Latinoamérica,Masculino,32,44839.89
39,Máster,19,Finanzas,EE.UU.,Masculino,58,183927.39
51,Licenciatura,32,Educación,Europa,Otro,52,97212.24
43,Doctorado,25,Finanzas,Latinoamérica,Otro,54,89141.35
46,Licenciatura,23,Educación,Latinoamérica,Otro,42,43152.16
61,Licenciatura,36,Salud,Latinoamérica,Otro,47,73283.03
48,Doctorado,24,Educación,Asia,Masculino,41,88336.9
28,Bachillerato,9,Retail,Latinoamérica,Femenino,41,26113.82
39,Doctorado,17,Retail,Latinoamérica,Otro,31,51534.42
25,Máster,6,Educación,Latinoamérica,Masculino,53,33828.07
41,Bachillerato,19,Salud,Europa,Masculino,59,91303.37
61,Licenciatura,39,Retail,Latinoamérica,Masculino,47,57410.37
30,Doctorado,9,Manufactura,EE.UU.,Otro,48,107626.42
46,Bachillerato,25,Educación,Europa,Femenino,56,82073.5
47,Doctorado,29,Retail,Latinoamérica,Masculino,48,53879.12
26,Licenciatura,4,Educación,Asia,Masculino,45,35658.41
34,Bachillerato,16,Finanzas,Europa,Masculino,39,84785.58
38,Bachillerato,14,Finanzas,Europa,Otro,33,85338.06
57,Máster,33,Salud,Europa,Masculino,48,135285.16
52,Licenciatura,29,Tecnología,Europa,Masculino,56,157034.6
25,Máster,6,Educación,Latinoamérica,Otro,45,39932.81
53,Licenciatura,33,Retail,Asia,Femenino,35,56278.39
45,Máster,27,Tecnología,Europa,Femenino,55,143248.07
32,Licenciatura,8,Tecnología,Europa,Otro,37,75767.31
45,Doctorado,25,Salud,Latinoamérica,Otro,57,84910.37
41,Licenciatura,16,Manufactura,Asia,Otro,56,64760.45
54,Bachillerato,30,Retail,Asia,Otro,53,56119.81
45,Máster,26,Tecnología,Europa,Masculino,52,172394.96
47,Bachillerato,27,Tecnología,Latinoamérica,Otro,34,60618.53
50,Bachillerato,31,Salud,EE.UU.,Masculino,58,127997.54
23,Máster,3,Finanzas,Latinoamérica,Otro,56,56413.78
61,Doctorado,37,Finanzas,Latinoamérica,Otro,60,121837.85
58,Licenciatura,39,Tecnología,Europa,Femenino,34,165066.86
42,Máster,20,Salud,Europa,Masculino,52,121406.9
47,Bachillerato,28,Educación,Latinoamérica,Otro,52,44378.99
40,Bachillerato,21,Retail,Europa,Otro,60,60266.65
37,Licenciatura,18,Tecnología,EE.UU.,Femenino,56,120504.99
47,Licenciatura,23,Manufactura,Europa,Femenino,52,102479.82
39,Licenciatura,21,Finanzas,EE.UU.,Femenino,49,145668.25
43,Bachillerato,25,Manufactura,Asia,Masculino,49,63263.19
34,Licenciatura,12,Manufactura,Asia,Otro,53,56038.52
32,Bachillerato,8,Manufactura,EE.UU.,Otro,60,63460.93
51,Licenciatura,29,Retail,Asia,Femenino,50,54192.64
51,Licenciatura,32,Manufactura,Asia,Femenino,60,78861.45
53,Licenciatura,35,Educación,Asia,Femenino,39,76117.49
23,Licenciatura,0,Manufactura,Asia,Otro,50,33871.21
26,Máster,3,Manufactura,Asia,Masculino,40,47071.78
58,Bachillerato,40,Manufactura,EE.UU.,Femenino,49,126849.34
65,Doctorado,46,Tecnología,Latinoamérica,Masculino,48,113656.37
58,Máster,35,Salud,Europa,Otro,49,137255.59
50,Licenciatura,31,Finanzas,Europa,Masculino,53,151430.53
29,Licenciatura,10,Salud,EE.UU.,Femenino,59,107811.2
36,Licenciatura,18,Retail,Latinoamérica,Otro,44,39046.43
48,Máster,23,Retail,Asia,Femenino,53,65444.55
64,Bachillerato,41,Educación,Latinoamérica,Femenino,41,53023.24
24,Licenciatura,5,Tecnología,Asia,Masculino,55,51958.88
54,Licenciatura,34,Educación,Europa,Femenino,43,99749.44
43,Doctorado,24,Salud,Latinoamérica,Otro,42,83064.38
35,Máster,11,Educación,EE.UU.,Masculino,32,88687.72
59,Bachillerato,34,Manufactura,EE.UU.,Otro,53,139183.1
59,Licenciatura,41,Finanzas,Latinoamérica,Femenino,56,105531.5
54,Licenciatura,35,Tecnología,Asia,Otro,31,100289.89
31,Bachillerato,10,Educación,Asia,Otro,43,32429.17
60,Licenciatura,36,Manufactura,Asia,Otro,42,82672.06
24,Licenciatura,3,Educación,Europa,Otro,30,58844.69
48,Máster,30,Finanzas,Europa,Masculino,54,187561.51
58,Licenciatura,37,Salud,EE.UU.,Masculino,30,151945.0
61,Licenciatura,42,Tecnología,Asia,Otro,46,131938.78
26,Licenciatura,4,Retail,Asia,Femenino,42,34057.55
32,Doctorado,11,Tecnología,EE.UU.,Masculino,40,146081.16
56,Licenciatura,34,Retail,Latinoamérica,Masculino,41,45644.54
51,Licenciatura,28,Manufactura,Europa,Masculino,45,107030.99
23,Bachillerato,0,Tecnología,Latinoamérica,Femenino,38,28371.29
44,Máster,21,Educación,Europa,Femenino,30,99240.87
64,Licenciatura,43,Salud,Latinoamérica,Masculino,43,90835.58
60,Máster,35,Educación,Asia,Otro,55,80824.09
37,Licenciatura,13,Tecnología,EE.UU.,Masculino,46,132448.28
32,Licenciatura,8,Finanzas,EE.UU.,Femenino,44,94210.33
57,Máster,33,Salud,Europa,Masculino,31,157483.42
51,Licenciatura,32,Educación,Asia,Femenino,40,62636.23
60,Máster,40,Tecnología,EE.UU.,Masculino,60,196188.62
51,Doctorado,28,Finanzas,Asia,Otro,38,123948.45
43,Licenciatura,18,Educación,Latinoamérica,Masculino,50,36107.45
44,Licenciatura,25,Finanzas,Europa,Masculino,57,141764.21
43,Bachillerato,21,Retail,Latinoamérica,Femenino,37,36706.48
32,Licenciatura,14,Salud,Asia,Femenino,32,68976.25
26,Licenciatura,6,Finanzas,EE.UU.,Otro,49,92106.88
36,Licenciatura,13,Educación,Latinoamérica,Masculino,49,35550.23
42,Doctorado,24,Tecnología,EE.UU.,Otro,44,209942.19
26,Licenciatura,1,Tecnología,Asia,Femenino,49,50247.93
24,Licenciatura,6,Educación,Latinoamérica,Femenino,53,27929.48
22,Doctorado,4,Finanzas,EE.UU.,Masculino,43,136786.8
44,Máster,24,Finanzas,Europa,Masculino,43,151693.83
28,Máster,3,Finanzas,EE.UU.,Femenino,41,127779.24
55,Licenciatura,33,Finanzas,EE.UU.,Otro,58,167578.14
60,Licenciatura,40,Educación,Latinoamérica,Otro,37,65107.84
26,Licenciatura,5,Educación,Asia,Otro,46,32855.79
35,Licenciatura,12,Educación,EE.UU.,Otro,32,81386.36
54,Máster,35,Retail,Latinoamérica,Femenino,50,48934.05
57,Máster,39,Educación,Latinoamérica,Femenino,54,67960.14
33,Licenciatura,11,Retail,Latinoamérica,Otro,36,31738.23
27,Máster,9,Finanzas,Latinoamérica,Otro,50,71290.23
23,Licenciatura,0,Salud,Asia,Masculino,51,38486.43
59,Licenciatura,38,Salud,EE.UU.,Femenino,39,180871.91
39,Licenciatura,14,Salud,Asia,Otro,51,70701.24
31,Licenciatura,10,Tecnología,Europa,Otro,46,100839.11
57,Doctorado,34,Finanzas,Europa,Femenino,41,226083.21
38,Licenciatura,20,Tecnología,EE.UU.,Femenino,53,122873.94
57,Bachillerato,35,Salud,Asia,Femenino,36,76897.71
47,Licenciatura,29,Finanzas,Latinoamérica,Otro,59,80900.02
29,Bachillerato,8,Retail,Asia,Otro,32,28991.68
36,Licenciatura,14,Finanzas,EE.UU.,Masculino,53,120226.95
41,Licenciatura,23,Retail,EE.UU.,Femenino,32,96984.91
55,Doctorado,32,Manufactura,Asia,Otro,34,101567.79
49,Máster,28,Manufactura,EE.UU.,Masculino,49,149974.78
46,Licenciatura,24,Tecnología,Latinoamérica,Masculino,55,74889.63
22,Bachillerato,4,Finanzas,Asia,Masculino,35,44028.73
39,Bachillerato,16,Manufactura,Latinoamérica,Otro,32,40342.68
59,Licenciatura,41,Retail,EE.UU.,Masculino,34,112723.1
31,Doctorado,6,Finanzas,Asia,Masculino,44,85663.24
24,Licenciatura,2,Educación,Europa,Femenino,30,45342.61
56,Licenciatura,35,Finanzas,EE.UU.,Femenino,58,196113.88
28,Bachillerato,8,Finanzas,Asia,Otro,35,53488.77
23,Licenciatura,0,Retail,Latinoamérica,Masculino,38,20417.39
32,Licenciatura,9,Retail,Europa,Femenino,54,57795.81
62,Máster,44,Manufactura,Europa,Masculino,30,172465.03
33,Máster,10,Salud,EE.UU.,Otro,33,128308.74
55,Bachillerato,33,Educación,Europa,Femenino,32,95072.06
39,Doctorado,16,Retail,EE.UU.,Masculino,50,110461.08
46,Doctorado,25,Finanzas,Europa,Femenino,34,170140.46
48,Licenciatura,26,Retail,Latinoamérica,Femenino,45,38578.02
55,Máster,30,Salud,Asia,Masculino,43,93482.61
54,Licenciatura,34,Finanzas,Europa,Femenino,40,166073.11
45,Máster,24,Educación,Latinoamérica,Femenino,38,57673.03
48,Doctorado,25,Manufactura,EE.UU.,Masculino,53,137463.13
36,Bachillerato,12,Retail,Asia,Otro,32,36592.9
40,Máster,18,Tecnología,Asia,Masculino,53,96399.71
29,Bachillerato,5,Retail,Latinoamérica,Masculino,54,22196.5
64,Máster,44,Educación,Asia,Femenino,56,95683.09
58,Bachillerato,40,Salud,Latinoamérica,Femenino,40,86910.95
47,Licenciatura,25,Salud,Europa,Otro,40,132119.56
28,Licenciatura,4,Finanzas,Asia,Otro,31,51569.12
39,Licenciatura,19,Salud,EE.UU.,Femenino,39,134247.81
51,Máster,30,Retail,EE.UU.,Masculino,34,115058.6
40,Licenciatura,21,Educación,Latinoamérica,Masculino,55,48170.35
46,Bachillerato,27,Salud,Latinoamérica,Masculino,40,51250.42
39,Licenciatura,15,Educación,Latinoamérica,Otro,48,41179.68
34,Licenciatura,15,Educación,Europa,Otro,39,78950.35
25,Licenciatura,2,Tecnología,EE.UU.,Masculino,58,91248.64
46,Bachillerato,26,Retail,Europa,Otro,34,64051.2
60,Doctorado,35,Manufactura,Latinoamérica,Otro,37,73480.86
47,Licenciatura,22,Educación,EE.UU.,Otro,38,88378.98
27,Máster,3,Finanzas,EE.UU.,Femenino,56,109958.97
54,Licenciatura,33,Manufactura,Latinoamérica,Otro,58,67913.51
44,Máster,19,Salud,Asia,Masculino,37,74099.2
50,Bachillerato,26,Finanzas,Latinoamérica,Femenino,39,73296.9
43,Máster,25,Manufactura,EE.UU.,Masculino,44,115378.8
34,Bachillerato,9,Tecnología,Asia,Masculino,57,46501.45
39,Bachillerato,21,Retail,Asia,Masculino,58,40672.23
34,Doctorado,16,Tecnología,Asia,Femenino,43,102532.07
65,Licenciatura,44,Manufactura,Latinoamérica,Otro,60,73508.46
57,Licenciatura,33,Manufactura,Europa,Masculino,56,112640.16
65,Máster,44,Tecnología,Latinoamérica,Masculino,36,107569.78
29,Doctorado,4,Manufactura,Asia,Otro,31,56962.99
54,Licenciatura,29,Tecnología,Europa,Masculino,49,139139.37
33,Licenciatura,15,Tecnología,Latinoamérica,Masculino,32,51332.35
26,Licenciatura,2,Manufactura,Europa,Masculino,30,48257.86
40,Licenciatura,16,Tecnología,Europa,Otro,46,120630.17
65,Máster,46,Manufactura,Europa,Femenino,34,162045.86
30,Licenciatura,8,Salud,Europa,Otro,30,90891.06
38,Licenciatura,20,Tecnología,Asia,Otro,31,79529.79
53,Bachillerato,29,Salud,Europa,Femenino,35,123232.89
64,Licenciatura,46,Salud,Europa,Otro,51,175787.64
62,Licenciatura,37,Finanzas,Latinoamérica,Femenino,42,104207.61
64,Licenciatura,46,Retail,Europa,Masculino,47,96948.86
64,Licenciatura,46,Educación,Europa,Masculino,34,141194.17
58,Doctorado,33,Finanzas,Latinoamérica,Femenino,52,102363.86
23,Licenciatura,0,Tecnología,Europa,Otro,36,73741.89
48,Máster,26,Salud,EE.UU.,Otro,52,152158.24
59,Licenciatura,41,Salud,Asia,Otro,43,117439.07
36,Doctorado,14,Salud,Latinoamérica,Femenino,54,71965.42
22,Bachillerato,3,Salud,Europa,Otro,40,50240.77
58,Máster,39,Educación,Latinoamérica,Femenino,37,59809.44
28,Licenciatura,8,Educación,Europa,Otro,30,67945.98
